assessment_id,vehicle_make,vehicle make,vehicle_model,vehicle model,model_code,model code,part/service,category_id,category,part or service,service_provider,part_condition,part condition,part_type,part type,quantity,fix_type,fix type,damage_id,damage,estimated_repair_days,for_painting,paint_type,paint type,panels_to_paint,unit_price (vat incl. 16%),date
241,24,Honda,256,Fit,2848,DBA-GK3,975,1,Body,Boot Lock Garnish,224,1,used,0,Generic,1,0,repair,11,Broken,2,no,-,-,,9860,2/20/2024 8:24
241,24,Honda,256,Fit,2848,DBA-GK3,902,8,Services,Labour Charges,224,2,-,-,-,1,-,-,-,-,2,no,-,-,,4000,2/20/2024 8:24
241,24,Honda,256,Fit,2848,DBA-GK3,903,8,Services,Painting Per Panel,224,2,-,-,-,1,-,-,-,-,2,no,-,-,,5500,2/20/2024 8:24
241,24,Honda,256,Fit,2848,DBA-GK3,1010,8,Services,Miscellaneous,224,2,-,-,-,1,-,-,-,-,2,no,-,-,,1000,2/20/2024 8:24
241,24,Honda,256,Fit,2848,DBA-GK3,700,3,Electrical,LHS Tail Light,224,1,used,0,Generic,1,0,repair,19,Crushed,2,no,-,-,,23200,2/20/2024 8:24
241,24,Honda,256,Fit,2848,DBA-GK3,82,1,Body,Rear Bumper,224,2,-,-,-,1,1,replace,1,Scratched,2,yes,1,Metallic,1,0,2/20/2024 8:24
245,24,Honda,246,CR-V,5372,DBA-RM1,82,1,Body,Rear Bumper,259,0,new,1,Dealer/OEM,1,0,repair,2,Torn,5,yes,1,Metallic,2,34800,3/25/2024 8:33
245,24,Honda,246,CR-V,5372,DBA-RM1,19,1,Body,Rear Bumper Reflectors (Pair),259,1,used,1,Dealer/OEM,1,0,repair,11,Broken,5,no,-,-,,2900,3/25/2024 8:33
245,24,Honda,246,CR-V,5372,DBA-RM1,1311,1,Body,LHR Wheel Arch Moulding,100,1,used,1,Dealer/OEM,1,0,repair,2,Torn,5,yes,1,Metallic,2,7540,3/25/2024 8:33
245,24,Honda,246,CR-V,5372,DBA-RM1,99,1,Body,Tailgate Assembly,100,2,-,-,-,1,1,replace,1,Scratched,5,yes,1,Metallic,2,,3/25/2024 8:33
245,24,Honda,246,CR-V,5372,DBA-RM1,13,1,Body,Boot Floor,100,2,-,-,-,1,1,replace,3,Dented,5,yes,1,Metallic,2,,3/25/2024 8:33
245,24,Honda,246,CR-V,5372,DBA-RM1,1072,1,Body,RHF Wheel Arch Moulding,100,2,-,-,-,1,1,replace,1,Scratched,5,yes,1,Metallic,2,,3/25/2024 8:33
245,24,Honda,246,CR-V,5372,DBA-RM1,902,8,Services,Labour Charges,100,2,-,-,-,1,-,-,-,-,5,no,-,-,,8000,3/25/2024 8:33
245,24,Honda,246,CR-V,5372,DBA-RM1,903,8,Services,Painting Per Panel,100,2,-,-,-,1,-,-,-,-,5,no,-,-,,5000,3/25/2024 8:33
245,24,Honda,246,CR-V,5372,DBA-RM1,1010,8,Services,Miscellaneous,100,2,-,-,-,1,-,-,-,-,5,no,-,-,,1000,3/25/2024 8:33
245,24,Honda,246,CR-V,5372,DBA-RM1,1029,8,Services,2k Primer,100,2,-,-,-,1,-,-,-,-,5,no,-,-,,2000,3/25/2024 8:33
245,24,Honda,246,CR-V,5372,DBA-RM1,1150,8,Services,Boot Floor Jigging,100,2,-,-,-,1,-,-,-,-,5,no,-,-,,5000,3/25/2024 8:33
341,24,Honda,318,Vezel,3125,DAA-RU3,30,1,Body,Front Bumper,56,2,-,-,-,1,1,replace,3,Dented,5,yes,2,Ordinary,3,,7/10/2024 8:17
341,24,Honda,318,Vezel,3125,DAA-RU3,698,3,Electrical,RHS Headlight (Xenon),56,1,used,1,Dealer/OEM,1,0,repair,11,Broken,5,no,-,-,,55000,7/10/2024 8:17
341,24,Honda,318,Vezel,3125,DAA-RU3,1072,1,Body,RHF Wheel Arch Moulding,56,1,used,1,Dealer/OEM,1,0,repair,2,Torn,5,no,-,-,,8000,7/10/2024 8:17
341,24,Honda,318,Vezel,3125,DAA-RU3,47,1,Body,RHS Front Wing,56,2,-,-,-,1,1,replace,3,Dented,5,yes,2,Ordinary,3,,7/10/2024 8:17
341,24,Honda,318,Vezel,3125,DAA-RU3,4,1,Body,Bonnet Lid,56,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,3,,7/10/2024 8:17
341,24,Honda,318,Vezel,3125,DAA-RU3,902,8,Services,Labour Charges,56,2,-,-,-,1,-,-,-,-,5,no,-,-,,6000,7/10/2024 8:17
341,24,Honda,318,Vezel,3125,DAA-RU3,903,8,Services,Painting Per Panel,56,2,-,-,-,1,-,-,-,-,5,no,-,-,,6500,7/10/2024 8:17
341,24,Honda,318,Vezel,3125,DAA-RU3,1029,8,Services,2k Primer,56,2,-,-,-,1,-,-,-,-,5,no,-,-,,2000,7/10/2024 8:17
341,24,Honda,318,Vezel,3125,DAA-RU3,1010,8,Services,Miscellaneous,56,2,-,-,-,1,-,-,-,-,5,no,-,-,,1000,7/10/2024 8:17
341,24,Honda,318,Vezel,3125,DAA-RU3,2208,8,Services,Bumper Repairs,56,2,-,-,-,1,-,-,-,-,5,no,-,-,,2000,7/10/2024 8:17
341,24,Honda,318,Vezel,3125,DAA-RU3,916,1,Body,RHS Front Bumper Slide,56,1,used,1,Dealer/OEM,1,0,repair,10,Missing,5,no,-,-,,4500,7/10/2024 8:17
344,24,Honda,294,Odyssey,3069,DBA-CR1,1005,8,Services,Fibre Repairs,47,2,-,-,-,1,-,-,-,-,5,no,-,-,,2500,7/11/2024 12:45
344,24,Honda,294,Odyssey,3069,DBA-CR1,1063,1,Body,LHS Fog Light Cover,47,1,used,1,Dealer/OEM,1,0,repair,10,Missing,5,no,-,-,,6500,7/11/2024 12:45
344,24,Honda,294,Odyssey,3069,DBA-CR1,68,1,Body,LHS Side Mirror With Blinker,47,1,used,1,Dealer/OEM,1,0,repair,11,Broken,5,no,-,-,,32000,7/11/2024 12:45
344,24,Honda,294,Odyssey,3069,DBA-CR1,17,1,Body,LHS Front Bumper Slide,47,1,used,1,Dealer/OEM,1,0,repair,10,Missing,5,no,-,-,,4500,7/11/2024 12:45
344,24,Honda,294,Odyssey,3069,DBA-CR1,46,1,Body,LHS Front Wing,47,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,3,,7/11/2024 12:45
344,24,Honda,294,Odyssey,3069,DBA-CR1,133,1,Body,LHS Front Door,47,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,3,,7/11/2024 12:45
344,24,Honda,294,Odyssey,3069,DBA-CR1,902,8,Services,Labour Charges,47,2,-,-,-,1,-,-,-,-,5,no,-,-,,6000,7/11/2024 12:45
344,24,Honda,294,Odyssey,3069,DBA-CR1,903,8,Services,Painting Per Panel,47,2,-,-,-,1,-,-,-,-,5,no,-,-,,6000,7/11/2024 12:45
344,24,Honda,294,Odyssey,3069,DBA-CR1,1010,8,Services,Miscellaneous,47,2,-,-,-,1,-,-,-,-,5,no,-,-,,1000,7/11/2024 12:45
344,24,Honda,294,Odyssey,3069,DBA-CR1,1029,8,Services,2k Primer,47,2,-,-,-,1,-,-,-,-,5,no,-,-,,2000,7/11/2024 12:45
344,24,Honda,294,Odyssey,3069,DBA-CR1,1405,1,Body,Front Bumper Plastic Repairs,47,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,3,,7/11/2024 12:45
349,24,Honda,318,Vezel,3125,DAA-RU3,1498,1,Body,Front Grille (with Badge),213,1,used,1,Dealer/OEM,1,0,repair,11,Broken,2,no,-,-,,51111.1,7/17/2024 12:21
349,24,Honda,318,Vezel,3125,DAA-RU3,30,1,Body,Front Bumper,213,2,-,-,-,1,1,replace,1,Scratched,2,yes,1,Metallic,1,,7/17/2024 12:21
349,24,Honda,318,Vezel,3125,DAA-RU3,902,8,Services,Labour Charges,213,2,-,-,-,1,-,-,-,-,2,no,-,-,,5555.5,7/17/2024 12:21
349,24,Honda,318,Vezel,3125,DAA-RU3,903,8,Services,Painting Per Panel,213,2,-,-,-,1,-,-,-,-,2,no,-,-,,6000,7/17/2024 12:21
349,24,Honda,318,Vezel,3125,DAA-RU3,1029,8,Services,2k Primer,213,2,-,-,-,1,-,-,-,-,2,no,-,-,,2000,7/17/2024 12:21
349,24,Honda,318,Vezel,3125,DAA-RU3,1010,8,Services,Miscellaneous,213,2,-,-,-,1,-,-,-,-,2,no,-,-,,1000,7/17/2024 12:21
349,24,Honda,318,Vezel,3125,DAA-RU3,1044,8,Services,Rim Polishing,213,2,-,-,-,1,-,-,-,-,2,no,-,-,,2000,7/17/2024 12:21
351,24,Honda,318,Vezel,3125,DAA-RU3,1616,1,Body,Boot Lid With Lights,56,1,used,1,Dealer/OEM,1,0,repair,3,Dented,6,yes,2,Ordinary,4,170000,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,1525,1,Body,Rear Bumper Sponge,56,1,used,1,Dealer/OEM,1,0,repair,2,Torn,6,no,-,-,,12000,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,2430,1,Body,Boot Lock,56,1,used,1,Dealer/OEM,1,0,repair,14,Malfunctioned,6,no,-,-,,8000,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,700,3,Electrical,LHS Tail Light,56,1,used,1,Dealer/OEM,1,0,repair,7,Cracked,6,no,-,-,,27777.78,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,1889,5,Accessories,LHS Wheel Arch Finisher,56,1,used,1,Dealer/OEM,1,0,repair,11,Broken,6,no,-,-,,12000,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,2054,1,Body,Boot Garnish,56,1,used,1,Dealer/OEM,1,0,repair,11,Broken,6,no,-,-,,11111.11,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,1563,1,Body,Rubber Dust,56,1,used,1,Dealer/OEM,1,0,repair,2,Torn,6,no,-,-,,12000,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,902,8,Services,Labour Charges,56,2,-,-,-,1,-,-,-,-,6,no,-,-,,13333.33,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,903,8,Services,Painting Per Panel,56,2,-,-,-,1,-,-,-,-,6,no,-,-,,6000,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,1029,8,Services,2k Primer,56,2,-,-,-,1,-,-,-,-,6,no,-,-,,2000,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,1010,8,Services,Miscellaneous,56,2,-,-,-,1,-,-,-,-,6,no,-,-,,3000,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,1150,8,Services,Boot Floor Jigging,56,2,-,-,-,1,-,-,-,-,6,no,-,-,,8000,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,48,1,Body,LHS Rear Wing,56,2,-,-,-,1,1,replace,3,Dented,6,yes,2,Ordinary,4,,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,49,1,Body,RHS Rear Wing,56,2,-,-,-,1,1,replace,3,Dented,6,yes,2,Ordinary,4,,7/18/2024 9:37
351,24,Honda,318,Vezel,3125,DAA-RU3,1119,1,Body,Rear Bumper With Reflectors,56,1,used,1,Dealer/OEM,1,0,repair,2,Torn,6,yes,2,Ordinary,4,38888.89,7/18/2024 9:37
365,24,Honda,261,Freed,2644,DBA-GB3,99,1,Body,Tailgate Assembly,37,1,used,1,Dealer/OEM,1,0,repair,4,Buckled,2,yes,1,Metallic,2,46400,7/26/2024 7:06
365,24,Honda,261,Freed,2644,DBA-GB3,1651,1,Body,Rear Tow Hook,52,1,used,1,Dealer/OEM,1,0,repair,19,Crushed,2,no,-,-,,5000,7/26/2024 7:06
365,24,Honda,261,Freed,2644,DBA-GB3,82,1,Body,Rear Bumper,52,2,-,-,-,1,1,replace,1,Scratched,2,yes,1,Metallic,2,,7/26/2024 7:06
365,24,Honda,261,Freed,2644,DBA-GB3,902,8,Services,Labour Charges,52,2,-,-,-,1,-,-,-,-,2,no,-,-,,12000,7/26/2024 7:06
365,24,Honda,261,Freed,2644,DBA-GB3,903,8,Services,Painting Per Panel,52,2,-,-,-,1,-,-,-,-,2,no,-,-,,6000,7/26/2024 7:06
365,24,Honda,261,Freed,2644,DBA-GB3,1029,8,Services,2k Primer,52,2,-,-,-,1,-,-,-,-,2,no,-,-,,2500,7/26/2024 7:06
365,24,Honda,261,Freed,2644,DBA-GB3,1010,8,Services,Miscellaneous,52,2,-,-,-,1,-,-,-,-,2,no,-,-,,2500,7/26/2024 7:06
420,24,Honda,256,Fit,2826,DBA-GE6,30,1,Body,Front Bumper,37,1,used,1,Dealer/OEM,1,0,repair,2,Torn,5,yes,2,Ordinary,9,32480,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,711,2,Engine & Chassis,Cooling Radiator,213,2,-,-,-,1,1,replace,15,Leaking,5,no,-,-,,,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,17,1,Body,LHS Front Bumper Slide,37,1,used,1,Dealer/OEM,1,0,repair,10,Missing,5,no,-,-,,1740,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,913,1,Body,LHS Front Stone Guard,213,1,used,1,Dealer/OEM,1,0,repair,2,Torn,5,no,-,-,,3800,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,72,1,Body,RHS Side Mirror With Blinker,37,1,used,1,Dealer/OEM,1,0,repair,11,Broken,5,yes,2,Ordinary,9,16240,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,134,1,Body,RHS Front Door,213,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,9,,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,133,1,Body,LHS Front Door,213,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,9,,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,135,1,Body,LHS Rear Door,213,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,9,,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,137,1,Body,RHS Rear Door,213,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,9,,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,46,1,Body,LHS Front Wing,213,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,9,,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,47,1,Body,RHS Front Wing,213,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,9,,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,48,1,Body,LHS Rear Wing,213,2,-,-,-,1,1,replace,1,Scratched,5,no,-,-,,,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,49,1,Body,RHS Rear Wing,213,2,-,-,-,1,1,replace,1,Scratched,5,yes,2,Ordinary,9,,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,902,8,Services,Labour Charges,213,2,-,-,-,1,-,-,-,-,5,no,-,-,,12000,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,903,8,Services,Painting Per Panel,213,2,-,-,-,1,-,-,-,-,5,no,-,-,,5000,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,1029,8,Services,2k Primer,213,2,-,-,-,1,-,-,-,-,5,no,-,-,,1800,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,1010,8,Services,Miscellaneous,213,2,-,-,-,1,-,-,-,-,5,no,-,-,,1200,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,900,7,Consumables,Coolant,213,0,new,0,Generic,1,0,repair,15,Leaking,5,no,-,-,,2000,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,924,1,Body,Radiator Panel,213,2,-,-,-,1,1,replace,3,Dented,5,yes,2,Ordinary,9,,9/24/2024 9:22
420,24,Honda,256,Fit,2826,DBA-GE6,1002,8,Services,Gas Welding,213,2,-,-,-,1,-,-,-,-,5,no,-,-,,1700,9/24/2024 9:22
429,24,Honda,318,Vezel,3125,DAA-RU3,694,3,Electrical,LHS Headlight (Xenon),56,1,used,1,Dealer/OEM,1,0,repair,11,Broken,3,no,-,-,,75400,10/3/2024 13:05
429,24,Honda,318,Vezel,3125,DAA-RU3,30,1,Body,Front Bumper,56,2,-,-,-,1,1,replace,1,Scratched,3,yes,1,Metallic,2,,10/3/2024 13:05
429,24,Honda,318,Vezel,3125,DAA-RU3,980,5,Accessories,LHS Running Board Cover,56,1,used,1,Dealer/OEM,1,0,repair,2,Torn,3,yes,1,Metallic,2,14000,10/3/2024 13:05
429,24,Honda,318,Vezel,3125,DAA-RU3,133,1,Body,LHS Front Door,56,2,-,-,-,1,1,replace,1,Scratched,3,yes,1,Metallic,2,,10/3/2024 13:05
429,24,Honda,318,Vezel,3125,DAA-RU3,903,8,Services,Painting Per Panel,56,2,-,-,-,1,-,-,-,-,3,no,-,-,,5500,10/3/2024 13:05
429,24,Honda,318,Vezel,3125,DAA-RU3,902,8,Services,Labour Charges,56,2,-,-,-,1,-,-,-,-,3,no,-,-,,4000,10/3/2024 13:05
429,24,Honda,318,Vezel,3125,DAA-RU3,1029,8,Services,2k Primer,56,2,-,-,-,1,-,-,-,-,3,no,-,-,,2000,10/3/2024 13:05
429,24,Honda,318,Vezel,3125,DAA-RU3,1010,8,Services,Miscellaneous,56,2,-,-,-,1,-,-,-,-,3,no,-,-,,1500,10/3/2024 13:05
452,24,Honda,256,Fit,2826,DBA-GE6,76,1,Body,Nose Cut (Ordinary Lights),29,1,used,1,Dealer/OEM,1,0,repair,19,Crushed,5,yes,1,Metallic,6,81200,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,4,1,Body,Bonnet Lid,37,1,used,1,Dealer/OEM,1,0,repair,19,Crushed,5,yes,1,Metallic,6,17400,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,998,1,Body,Right Bonnet Hinge,29,1,used,1,Dealer/OEM,1,0,repair,9,Bent,5,no,-,-,,3480,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,9,1,Body,Left Bonnet Hinge,29,1,used,1,Dealer/OEM,1,0,repair,9,Bent,5,no,-,-,,3480,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,17,1,Body,LHS Front Bumper Slide,37,1,used,1,Dealer/OEM,1,0,repair,11,Broken,5,no,-,-,,2320,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,916,1,Body,RHS Front Bumper Slide,37,1,used,1,Dealer/OEM,1,0,repair,11,Broken,5,no,-,-,,2320,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,919,1,Body,Washer Bottle,29,1,used,1,Dealer/OEM,1,0,repair,11,Broken,5,no,-,-,,2900,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,53,1,Body,RHS Front Wing Liner,52,1,used,1,Dealer/OEM,1,0,repair,2,Torn,5,no,-,-,,6500,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,1186,3,Electrical,Alarm Siren,52,1,used,1,Dealer/OEM,1,0,repair,11,Broken,5,no,-,-,,8000,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,931,1,Body,Front Number Plate Chrome,29,1,used,1,Dealer/OEM,1,0,repair,19,Crushed,5,no,-,-,,1160,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,895,1,Body,Steering Airbag,29,1,used,1,Dealer/OEM,1,0,repair,21,Deployed,5,no,-,-,,10440,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,891,4,Interior,Dashboard SRS Air Bag (Complete),29,1,used,1,Dealer/OEM,1,0,repair,21,Deployed,5,no,-,-,,22040,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,675,3,Electrical,Air Bag Sensor/SRS Sensor,52,1,used,1,Dealer/OEM,1,0,repair,14,Malfunctioned,5,no,-,-,,7800,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,889,4,Interior,Driver Seat Belt,52,1,used,1,Dealer/OEM,1,0,repair,14,Malfunctioned,5,no,-,-,,6000,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,887,4,Interior,Co-Driver Seat Belt,52,1,used,1,Dealer/OEM,1,0,repair,14,Malfunctioned,5,no,-,-,,6000,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,1353,2,Engine & Chassis,Radiator Pipe,52,1,used,1,Dealer/OEM,1,0,repair,2,Torn,5,no,-,-,,5800,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,925,2,Engine & Chassis,A/C Pipes,52,1,used,1,Dealer/OEM,1,0,repair,11,Broken,5,no,-,-,,4200,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,828,2,Engine & Chassis,RHS Engine Mounting,52,1,used,1,Dealer/OEM,1,0,repair,2,Torn,5,no,-,-,,4500,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,46,1,Body,LHS Front Wing,52,2,-,-,-,1,1,replace,3,Dented,5,yes,1,Metallic,6,,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,47,1,Body,RHS Front Wing,52,2,-,-,-,1,1,replace,3,Dented,5,yes,1,Metallic,6,,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,133,1,Body,LHS Front Door,52,2,-,-,-,1,1,replace,3,Dented,5,yes,1,Metallic,6,,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,134,1,Body,RHS Front Door,52,2,-,-,-,1,1,replace,3,Dented,5,yes,1,Metallic,6,,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,902,8,Services,Labour Charges,52,2,-,-,-,1,-,-,-,-,5,no,-,-,,18500,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,903,8,Services,Painting Per Panel,52,2,-,-,-,1,-,-,-,-,5,no,-,-,,5000,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,1029,8,Services,2k Primer,52,2,-,-,-,1,-,-,-,-,5,no,-,-,,2400,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,1028,8,Services,A/C Gas,52,2,-,-,-,1,-,-,-,-,5,no,-,-,,4000,10/25/2024 8:57
452,24,Honda,256,Fit,2826,DBA-GE6,1010,8,Services,Miscellaneous,52,2,-,-,-,1,-,-,-,-,5,no,-,-,,2100,10/25/2024 8:57
463,24,Honda,246,CR-V,2801,DBA-RE4,27,1,Body,Dust Collector,37,1,used,1,Dealer/OEM,1,0,repair,11,Broken,3,no,-,-,,4640,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,36,1,Body,Front Bumper (With Skirting),105,1,used,1,Dealer/OEM,1,0,repair,2,Torn,3,yes,2,Ordinary,2,35000,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,688,3,Electrical,LHS Fog Light,105,1,used,1,Dealer/OEM,1,0,repair,11,Broken,3,no,-,-,,6500,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,46,1,Body,LHS Front Wing,105,2,-,-,-,1,1,replace,3,Dented,3,yes,2,Ordinary,2,,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,913,1,Body,LHS Front Stone Guard,105,1,used,1,Dealer/OEM,1,0,repair,10,Missing,3,no,-,-,,6500,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,914,1,Body,RHS Front Stone Guard,105,1,used,1,Dealer/OEM,1,0,repair,2,Torn,3,no,-,-,,6500,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,17,1,Body,LHS Front Bumper Slide,37,1,used,1,Dealer/OEM,1,0,repair,11,Broken,3,no,-,-,,2320,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,1423,1,Body,Lower Radiator Panel,105,2,-,-,-,1,1,replace,3,Dented,3,yes,2,Ordinary,2,,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,710,2,Engine & Chassis,A/C Radiator,105,1,used,1,Dealer/OEM,1,0,repair,15,Leaking,3,no,-,-,,18500,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,902,8,Services,Labour Charges,105,2,-,-,-,1,-,-,-,-,3,no,-,-,,9000,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,903,8,Services,Painting Per Panel,105,2,-,-,-,1,-,-,-,-,3,no,-,-,,5500,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,1002,8,Services,Gas Welding,105,2,-,-,-,1,-,-,-,-,3,no,-,-,,2500,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,1029,8,Services,2k Primer,105,2,-,-,-,1,-,-,-,-,3,no,-,-,,2000,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,1028,8,Services,A/C Gas,105,2,-,-,-,1,-,-,-,-,3,no,-,-,,4500,10/31/2024 11:56
463,24,Honda,246,CR-V,2801,DBA-RE4,1010,8,Services,Miscellaneous,105,2,-,-,-,1,-,-,-,-,3,no,-,-,,1500,10/31/2024 11:56
468,24,Honda,294,Odyssey,3065,DBA-RB1,104,1,Body,Front Windscreen,37,0,new,1,Dealer/OEM,1,0,repair,20,Smashed,4,no,-,-,,20300,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,1918,1,Body,Front Windscreen Moulding,52,1,used,1,Dealer/OEM,1,0,repair,2,Torn,4,no,-,-,,6000,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,926,1,Body,Windscreen Sealant,37,0,new,1,Dealer/OEM,1,0,repair,15,Leaking,4,no,-,-,,1218,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,694,3,Electrical,LHS Headlight (Xenon),52,1,used,1,Dealer/OEM,1,0,repair,11,Broken,4,no,-,-,,35000,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,46,1,Body,LHS Front Wing,52,1,used,1,Dealer/OEM,1,0,repair,3,Dented,4,yes,2,Ordinary,3,21000,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,17,1,Body,LHS Front Bumper Slide,52,1,used,1,Dealer/OEM,1,0,repair,2,Torn,4,no,-,-,,5500,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,4,1,Body,Bonnet Lid,52,1,used,1,Dealer/OEM,1,0,repair,3,Dented,4,yes,2,Ordinary,3,42000,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,913,1,Body,LHS Front Stone Guard,52,1,used,1,Dealer/OEM,1,0,repair,10,Missing,4,no,-,-,,6000,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,30,1,Body,Front Bumper,52,1,used,1,Dealer/OEM,1,0,repair,2,Torn,4,yes,2,Ordinary,3,48000,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,38,1,Body,Front Wiper Blades (Pair),52,0,new,0,Generic,1,0,repair,9,Bent,4,no,-,-,,3000,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,902,8,Services,Labour Charges,52,2,-,-,-,1,-,-,-,-,4,no,-,-,,16000,11/6/2024 13:33
468,24,Honda,294,Odyssey,3065,DBA-RB1,903,8,Services,Painting Per Panel,52,2,-,-,-,1,-,-,-,-,4,no,-,-,,6000,11/6/2024 13:33
